Pressure (atm),Temperature (K),B1_Frequencies_1_P1->W1,B1_Energy_1_P1->W1,W1_Frequencies_1_P1->W1,P1_SymmetryFactor_1_P1->W1,P1_Frequencies_1_P1->W1,B1_ImaginaryFrequency_1_P1->W1,W1_SymmetryFactor_1_P1->W1,W1_Energy_1_P1->W1,B1_SymmetryFactor_1_P1->W1,P1_Energy_1_P1->W1
10.0,1000.0,-3.0524180260457197,-0.5032085067179505,0.0,0.9999983727741897,1.6618445378139437,0.34108264793734183,0.0,0.0,-1.0000101569887143,0.5032096652068232
10.0,1010.0,-3.0658262063904336,-0.49825301427041735,0.0,0.9999838548051577,1.675083739472751,0.3338927158965793,0.0,0.0,-1.000010585964995,0.49821962920162105
10.0,1020.0,-3.0790620212891877,-0.4933760401232603,0.0,0.9999831006584009,1.6882029106232623,0.32693623395455534,0.0,0.0,-1.0000098727224602,0.49333837543619086
10.0,1030.0,-3.0921275034601963,-0.48858354513498947,0.0,0.9999888499148838,1.7011996538568246,0.32020066591825924,0.0,0.0,-1.000008259495683,0.48855650821400787
10.0,1040.0,-3.1050252783692884,-0.4838784177203711,0.0,0.9999967478029391,1.714072906992429,0.3136750806522882,0.0,0.0,-1.000006062712686,0.48386751109900267
10.0,1050.0,-3.1177582717701404,-0.47926146256609864,0.0,1.0000043618697554,1.7268225637217152,0.30734976487168886,0.0,0.0,-1.000003595888737,0.47926677061307255
10.0,1060.0,-3.1303295161048843,-0.4747321049319316,0.0,1.0000104933806402,1.7394491872694697,0.30121594420331926,0.0,0.0,-1.000001129802204,0.47475089837071693
10.0,1070.0,-3.142742049007146,-0.47028888754281123,0.0,1.0000147054752149,1.7519537921686672,0.2952655803249079,0.0,0.0,-0.9999988734390081,0.470317277211754
10.0,1080.0,-3.1549988401960043,-0.4659298246599905,0.0,1.0000170052590627,1.7643376871774514,0.2894912237330997,0.0,0.0,-0.9999969721630861,0.46596375740522716
10.0,1090.0,-3.167102770841947,-0.4616526394722487,0.0,1.000017641128122,1.7766023592265145,0.28388591037114874,0.0,0.0,-0.9999955109762586,0.4616884556865978
10.0,1100.0,-3.1790566273178107,-0.45745492518830594,0.0,1.0000169598800823,1.78874938748196,0.27844308122253375,0.0,0.0,-0.9999945243436399,0.45748962732056014
10.0,1110.0,-3.1908630901645005,-0.4533342549693845,0.0,1.0000153358072388,1.8007803891230845,0.273156527838486,0.0,0.0,-0.9999940060627659,0.45336560320967956
10.0,1120.0,-3.202524751608878,-0.44928824646788895,0.0,1.0000131136047148,1.8126969779381699,0.26802035351905573,0.0,0.0,-0.9999939202596565,0.44931472671691386
10.0,1130.0,-3.214044120424377,-0.44531460104259235,0.0,1.000010591558312,1.8245007402737692,0.26302893920401027,0.0,0.0,-0.9999942103205315,0.44533535928351875
10.0,1140.0,-3.2254236320961946,-0.4414111267180892,0.0,1.0000080052464861,1.836193219027774,0.25817692044984386,0.0,0.0,-0.9999948079625278,0.44142584728955486
10.0,1150.0,-3.2366656607571214,-0.43757574736128046,0.0,1.000005535722342,1.847775907096698,0.25345917390759987,0.0,0.0,-0.9999956391979503,0.4375845433681684
10.0,1160.0,-3.247772522442958,-0.4338064999682702,0.0,1.0000033050708126,1.8592502425519724,0.2488707961103074,0.0,0.0,-0.999996630587781,0.43380979702953915
10.0,1170.0,-3.2587464845289316,-0.43010153238115195,0.0,1.000001393451168,1.8706176125571283,0.24440709592473914,0.0,0.0,-0.9999977123894419,0.43009997442154635
10.0,1180.0,-3.2695897657223645,-0.42645909670517385,0.0,0.9999998424896017,1.8818793511702065,0.24006358241192133,0.0,0.0,-0.9999988212331682,0.4264534572768584
10.0,1190.0,-3.2803045487634077,-0.4228775396285087,0.0,0.9999986584534978,1.8930367488758513,0.23583595600379256,0.0,0.0,-0.9999999026073528,0.4228686531541304
10.0,1200.0,-3.2908929738812254,-0.4193552934156508,0.0,0.9999978315637792,1.9040910528830117,0.23172009841876745,0.0,0.0,-1.000000910857204,0.41934399958205054
10.0,1210.0,-3.3013571456832174,-0.41589086742592674,0.0,0.9999973320329641,1.9150434734926844,0.22771206800615862,0.0,0.0,-1.000001810359456,0.4158779731849499
10.0,1220.0,-3.3116991319119933,-0.4124828403368816,0.0,0.9999971239237233,1.9258951895586078,0.22380808812480213,0.0,0.0,-1.0000025739636027,0.41246909056180725
10.0,1230.0,-3.3219209633401348,-0.4091298526772089,0.0,0.9999971605403553,1.936647351703742,0.22000454294224547,0.0,0.0,-1.0000031838596475,0.4091159077011403
10.0,1240.0,-3.332024636652063,-0.40583060024346773,0.0,0.9999973985669175,1.9473010858615396,0.21629796992708017,0.0,0.0,-1.0000036299423434,0.40581703043840006
10.0,1250.0,-3.3420121104125946,-0.4025838272318464,0.0,0.9999977917404205,1.957857498780622,0.21268505160313828,0.0,0.0,-1.0000039087422408,0.40257110602508894
10.0,1260.0,-3.351885309292883,-0.39938832425917165,0.0,0.9999982981781325,1.9683176781905798,0.20916261042743342,0.0,0.0,-1.0000040232488272,0.3993768286911418
10.0,1270.0,-3.361646119452995,-0.39624292147468876,0.0,0.9999988784150627,1.9786826976937346,0.20572760265078419,0.0,0.0,-1.0000039808233079,0.39623293895878203
10.0,1280.0,-3.3712963938642897,-0.39314648586001155,0.0,0.9999994986740379,1.9889536174224547,0.20237711120463955,0.0,0.0,-1.0000037927168437,0.393138218176615
10.0,1290.0,-3.380837945955128,-0.39009791943212924,0.0,1.0000001297976653,1.999131485642386,0.19910834027634425,0.0,0.0,-1.0000034733979242,0.3900914922802778
10.0,1300.0,-3.3902725536322373,-0.38709615520164753,0.0,1.0000007456776914,2.0092173413801375,0.19591861050297507,0.0,0.0,-1.0000030390344732,0.38709162816519127
10.0,1310.0,-3.39960195922417,-0.3841401561806776,0.0,1.0000013288517218,2.019212212880909,0.19280535234558893,0.0,0.0,-1.0000025074473846,0.38413753104498627
10.0,1320.0,-3.4088278675933905,-0.381228914634641,0.0,1.0000018630856036,2.029117121186414,0.18976610111133563,0.0,0.0,-1.0000018968405262,0.3812281448649421
10.0,1330.0,-3.417951948532028,-0.3783614482289893,0.0,1.0000023391659525,2.038933077708762,0.1867984931263277,0.0,0.0,-1.0000012255184185,0.37836245026054227
10.0,1340.0,-3.4269758370927583,-0.37553680093762576,0.0,1.0000027476395998,2.0486610865911334,0.183900259386583,0.0,0.0,-1.0000005113727646,0.37553945905830716
10.0,1350.0,-3.435901132402447,-0.37275404197139733,0.0,1.0000030852605528,2.0583021440936555,0.18106922185863988,0.0,0.0,-0.999999771560993,0.37275821805969056
10.0,1360.0,-3.444729400453701,-0.3700122626129259,0.0,1.0000033529607253,2.0678572381640987,0.17830328963043804,0.0,0.0,-0.9999990220332315,0.37001780509695786
10.0,1370.0,-3.4534621726179964,-0.3673105802401281,0.0,1.0000035484825818,2.077327348317457,0.1756004539360491,0.0,0.0,-0.9999982774001134,0.3673173242893669
10.0,1380.0,-3.462100948053995,-0.36464813243649763,0.0,1.0000036768647407,2.086713446662625,0.1729587846055027,0.0,0.0,-0.9999975510654945,0.3646559117068531
10.0,1390.0,-3.470647195028976,-0.3620240795303937,0.0,1.0000037413887963,2.096016496134903,0.17037642616435983,0.0,0.0,-0.9999968545945336,0.36203272522432284
10.0,1400.0,-3.4791023477398606,-0.3594376039255271,0.0,1.0000037470242586,2.105237451297024,0.1678515949269783,0.0,0.0,-0.9999961979121155,0.35944695089061657
10.0,1410.0,-3.4874678134334522,-0.3568879086303191,0.0,1.000003700265208,2.114377256989448,0.16538257587617136,0.0,0.0,-0.9999955896892295,0.35689779926048965
10.0,1420.0,-3.4957449679060235,-0.3543742161148643,0.0,1.0000036067785194,2.1234368500622582,0.16296771739736965,0.0,0.0,-0.999995036306084,0.3543845003188978
10.0,1430.0,-3.5039351576498627,-0.3518957710204584,0.0,1.000003473726319,2.1324171563930348,0.1606054300200135,0.0,0.0,-0.9999945434188215,0.35190630980418164
10.0,1440.0,-3.5120397035767392,-0.34945183633850607,0.0,1.0000033060027267,2.1413190935140136,0.15829418570971726,0.0,0.0,-0.9999941146558864,0.3494624993141431
10.0,1450.0,-3.520059897399146,-0.34704169402710305,0.0,1.0000031119991573,2.1501435678959266,0.15603250955433895,0.0,0.0,-0.9999937524342342,0.34705236591671307
10.0,1460.0,-3.5279970054877965,-0.3446646460339046,0.0,1.0000028977803819,2.158891476315503,0.1538189823440213,0.0,0.0,-0.9999934582129911,0.34467522341194023
10.0,1470.0,-3.5358522677554194,-0.3423200113290923,0.0,1.0000026681735064,2.1675637053779977,0.15165223631789382,0.0,0.0,-0.9999932319992251,0.3423304016310051
10.0,1480.0,-3.543626901922625,-0.34000712733452854,0.0,1.0000024280998743,2.176161130754905,0.1495309518081351,0.0,0.0,-0.9999930726872044,0.3400172522529764
10.0,1490.0,-3.5513220972751256,-0.33772534897098716,0.0,1.0000021840012112,2.184684618397541,0.14745385676773318,0.0,0.0,-0.999992978841886,0.3377351394859834
10.0,1500.0,-3.5589390245608725,-0.33547404755231114,0.0,1.0000019391360748,2.1931350222428594,0.1454197249391173,0.0,0.0,-0.9999929476175288,0.33548345010705866
10.0,1510.0,-3.5664788290373486,-0.3332526116595004,0.0,1.0000016967588352,2.2015131873327474,0.14342737130034414,0.0,0.0,-0.9999929760597559,0.3332615810103292
10.0,1520.0,-3.5739426346473837,-0.3310604454926776,0.0,1.0000014612002746,2.2098199459397736,0.14147565333312911,0.0,0.0,-0.9999930602746847,0.3310689471810956
10.0,1530.0,-3.5813315447940006,-0.3288969694891014,0.0,1.0000012355891112,2.2180561217786052,0.13956346756952884,0.0,0.0,-0.9999931964176461,0.32890497722096285
10.0,1540.0,-3.588646639752,-0.32676161853636576,0.0,1.000001021713783,2.2262225258228625,0.13768974727995656,0.0,0.0,-0.9999933796526342,0.3267691160144504
10.0,1550.0,-3.5958889816898263,-0.3246538425689539,0.0,1.0000008208852518,2.2343199598369714,0.1358534629181973,0.0,0.0,-0.9999936055415392,0.3246608203142079
10.0,1560.0,-3.603059611934553,-0.3225731062964272,0.0,1.000000635243779,2.2423492139730783,0.13405361964398232,0.0,0.0,-0.9999938691949534,0.3225795616365185
10.0,1570.0,-3.6101595544649943,-0.3205188878071747,0.0,1.0000004661799056,2.25031106803699,0.13228925509058373,0.0,0.0,-0.9999941659857662,0.32052482555459
10.0,1580.0,-3.6171898137211813,-0.31849067913206325,0.0,1.0000003158967186,2.2582062918075376,0.13055943889152774,0.0,0.0,-0.9999944905185618,0.3184961078016423
10.0,1590.0,-3.6241513740347426,-0.3164879856364392,0.0,1.000000181466542,2.2660356438062377,0.12886327247117585,0.0,0.0,-0.9999948383787898,0.3164929175440852
10.0,1600.0,-3.6310452033439953,-0.31451032448797206,0.0,1.0000000641291356,2.27379987337159,0.12719988412547492,0.0,0.0,-0.9999952045029631,0.3145147798049285
10.0,1610.0,-3.637872252712283,-0.31255722426324406,0.0,0.9999999658111531,2.2814997180905516,0.125568433241748,0.0,0.0,-0.999995584516321,0.31256122171300266
10.0,1620.0,-3.6446334570190566,-0.31062822998340767,0.0,0.9999998842424938,2.289135907139818,0.12396810324023039,0.0,0.0,-0.9999959741639952,0.31063179357547044
10.0,1630.0,-3.651329731232218,-0.3087228921430324,0.0,0.9999998182022455,2.296709159253411,0.12239810549962692,0.0,0.0,-0.999996368846623,0.30872604702135503
10.0,1640.0,-3.657961978345098,-0.3068407784108561,0.0,0.9999997711981746,2.3042201818148476,0.1208576765090149,0.0,0.0,-0.9999967650904689,0.30684355180232553
10.0,1650.0,-3.664531083414298,-0.3049814625928251,0.0,0.9999997370712717,2.311669674854949,0.11934607539460702,0.0,0.0,-0.9999971591629024,0.3049838817500786
10.0,1660.0,-3.6710379140204132,-0.30314453069348063,0.0,0.9999997193565274,2.319058327687524,0.1178625859019012,0.0,0.0,-0.9999975475867849,0.30314662451861973
10.0,1670.0,-3.6774833282364208,-0.3013295798330067,0.0,0.9999997152435404,2.3263868198936364,0.11640651248582977,0.0,0.0,-0.9999979275093074,0.30133137767018364
10.0,1680.0,-3.6838681620248512,-0.2995362167465467,0.0,0.9999997237145346,2.3336558231288946,0.11497718271907682,0.0,0.0,-0.9999982958014898,0.2995377447697381
10.0,1690.0,-3.69019324311179,-0.2977640564809409,0.0,0.999999743747546,2.3408659983381765,0.11357394257805888,0.0,0.0,-0.9999986502869462,0.29776534633754004
10.0,1700.0,-3.696459380861474,-0.29601272515146265,0.0,0.9999997753488572,2.3480179986225753,0.11219616041978966,0.0,0.0,-0.9999989888348396,0.2960138032772432
10.0,1710.0,-3.702667374330541,-0.29428185460573825,0.0,0.999999815425351,2.355112467671899,0.11084322160609715,0.0,0.0,-0.9999993095690382,0.2942827500945
10.0,1720.0,-3.7088180049949147,-0.2925710903806582,0.0,0.9999998645948132,2.362150040500778,0.1095145306428375,0.0,0.0,-0.999999610577024,0.2925718264708182
10.0,1730.0,-3.7149120439684697,-0.29088008162820056,0.0,0.9999999223316023,2.3691313445324083,0.10820951074116253,0.0,0.0,-0.9999998909852587,0.2908806875837981
10.0,1740.0,-3.7209502472952987,-0.2892084889722016,0.0,0.9999999857059481,2.376056998360884,0.1069276002354095,0.0,0.0,-1.0000001494644555,0.28920898624199215
10.0,1750.0,-3.726933359601975,-0.287555980305298,0.0,1.000000055266528,2.3829276107145767,0.10566825667724046,0.0,0.0,-1.0000003854999675,0.2875563916799256
10.0,1760.0,-3.7328621122232564,-0.2859222300435926,0.0,1.0000001301547246,2.3897437847151894,0.10443094966828072,0.0,0.0,-1.0000005980410358,0.2859225789860758
10.0,1770.0,-3.73873722232671,-0.2843069210507903,0.0,1.0000002077548957,2.39650611400508,0.10321516826569431,0.0,0.0,-1.0000007871065077,0.28430722443487516
10.0,1780.0,-3.744559400617238,-0.2827097425352393,0.0,1.000000289334026,2.40321518473255,0.10202041354205442,0.0,0.0,-1.0000009526346048,0.2827100218297093
10.0,1790.0,-3.7503293401876125,-0.28113039190253725,0.0,1.0000003727371949,2.409871575144527,0.1008462029035608,0.0,0.0,-1.0000010945749356,0.2811306631156346
10.0,1800.0,-3.756047723280613,-0.2795685721032283,0.0,1.0000004581863864,2.4164758570336478,0.09969206531110078,0.0,0.0,-1.0000012131757925,0.2795688534806296
10.0,1810.0,-3.7617152218555043,-0.2780239937171643,0.0,1.000000545100463,2.4230285923650436,0.09855754453828355,0.0,0.0,-1.0000013091016875,0.27802429805544904
10.0,1820.0,-3.7673324988005716,-0.27649637423320567,0.0,1.0000006308575,2.429530338332238,0.09744219812120454,0.0,0.0,-1.0000013826181904,0.2764967141909021
10.0,1830.0,-3.772900201920705,-0.2749854354748843,0.0,1.0000007174553542,2.435981642954634,0.09634559395748249,0.0,0.0,-1.0000014344739734,0.274985823831405
10.0,1840.0,-3.778418969207423,-0.2734909073585493,0.0,1.000000802442777,2.4423830482957625,0.09526731331403834,0.0,0.0,-1.00000146553145,0.2734913558239449
10.0,1850.0,-3.78388943051737,-0.2720125242654046,0.0,1.0000008873516675,2.4487350884654244,0.09420694816642822,0.0,0.0,-1.000001476880907,0.2720130398638456
10.0,1860.0,-3.7893122045514445,-0.2705500266176553,0.0,1.0000009709862443,2.4550382922159626,0.09316410304513272,0.0,0.0,-1.0000014692735038,0.27055061807034336
10.0,1870.0,-3.794687896437059,-0.26910316075011287,0.0,1.0000010507905495,2.4612931797949558,0.09213839265812893,0.0,0.0,-1.000001443908949,0.26910383555402684
10.0,1880.0,-3.800017105003353,-0.2676716777271016,0.0,1.0000011295388598,2.467500265816353,0.09112944242831164,0.0,0.0,-1.0000014019910741,0.2676724427422524
10.0,1890.0,-3.8053004174860368,-0.26625533511137645,0.0,1.000001204993011,2.473660057707371,0.09013688717965161,0.0,0.0,-1.0000013444839915,0.26625619253728805
10.0,1900.0,-3.8105384132576643,-0.2648538950117329,0.0,1.0000012772409588,2.4797730568818928,0.08916037206204169,0.0,0.0,-1.0000012730880512,0.2648548493046764
10.0,1910.0,-3.815731660005738,-0.2634671228450144,0.0,1.0000013463423878,2.48583975801444,0.08819955261085041,0.0,0.0,-1.0000011885087334,0.2634681774106753
10.0,1920.0,-3.8208807156601496,-0.2620947921223123,0.0,1.0000014118051634,2.491860649908869,0.08725409303348267,0.0,0.0,-1.0000010924700793,0.26209594861444657
10.0,1930.0,-3.8259861332109915,-0.26073667843907994,0.0,1.0000014735957787,2.497836214503695,0.08632366579983493,0.0,0.0,-1.0000009859682846,0.260737938256084
10.0,1940.0,-3.8310484530982745,-0.25939256234097335,0.0,1.000001532937371,2.5037669284383828,0.08540795284223285,0.0,0.0,-1.0000008705004082,0.2593939265645704
10.0,1950.0,-3.8360682080389674,-0.2580622300569591,0.0,1.0000015864223677,2.509653261616765,0.08450664413871234,0.0,0.0,-1.0000007470591608,0.2580636976859187
10.0,1960.0,-3.8410459213382313,-0.2567454705707285,0.0,1.0000016376271852,2.5154956785030853,0.08361943833397939,0.0,0.0,-1.0000006173054472,0.25674704061841663
10.0,1970.0,-3.8459821088802055,-0.255442079239764,0.0,1.0000016843397712,2.5212946378947767,0.08274604072093912,0.0,0.0,-1.0000004820392965,0.2554437480138864
10.0,1980.0,-3.850877278872389,-0.25415185250613226,0.0,1.0000017266900305,2.5270505914533556,0.08188616567653198,0.0,0.0,-1.0000003427441555,0.2541536202427355
10.0,1990.0,-3.855731928960302,-0.2528745938666942,0.0,1.0000017660586884,2.532763987340492,0.08103953421925508,0.0,0.0,-1.000000200603764,0.2528764589670998
10.0,2000.0,-3.8605465523599958,-0.25161011007771883,0.0,1.0000018001122948,2.5384352653410986,0.08020587429930547,0.0,0.0,-1.000000056914393,0.2516120673782316
10.0,2010.0,-3.865321631279415,-0.25035820929673275,0.0,1.0000018291780668,2.5440648634779603,0.07938492163566674,0.0,0.0,-0.9999999121430458,0.2503602538493181
10.0,2020.0,-3.8700576430967835,-0.24911870533886749,0.0,1.0000018552093588,2.54965321011376,0.07857641787400808,0.0,0.0,-0.9999997678864112,0.24912083570686072
10.0,2030.0,-3.8747550542722693,-0.2478914172398152,0.0,1.0000018772496504,2.555200731792901,0.07778011183966371,0.0,0.0,-0.9999996248735284,0.2478936282881328
10.0,2040.0,-3.879414326452548,-0.24667616468725725,0.0,1.0000018957172556,2.560707847242181,0.07699575797458255,0.0,0.0,-0.9999994842170663,0.24667845077510395
10.0,2050.0,-3.8840359142870855,-0.24547277119318528,0.0,1.000001910785992,2.5661749709070882,0.07622311746033714,0.0,0.0,-0.9999993466250571,0.24547512929380164
10.0,2060.0,-3.8886202643313084,-0.2442810666192409,0.0,1.000001919805664,2.5716025129743167,0.07546195752704117,0.0,0.0,-0.9999992131057218,0.24428349056323065
10.0,2070.0,-3.893167815525125,-0.24310087971872024,0.0,1.000001925647404,2.576990876519742,0.0747120508551969,0.0,0.0,-0.9999990843026308,0.2431033640848829
10.0,2080.0,-3.8976790003216926,-0.24193204620328318,0.0,1.0000019286609418,2.5823404624009694,0.07397317539899782,0.0,0.0,-0.9999989610058172,0.2419345851984662
10.0,2090.0,-3.902154248260106,-0.24077440289901494,0.0,1.0000019272494585,2.5876516637113998,0.0732451155491272,0.0,0.0,-0.9999988438294015,0.24077699207195422
10.0,2100.0,-3.906593975558323,-0.2396277892986106,0.0,1.0000019222527237,2.5929248692822355,0.07252766033594386,0.0,0.0,-0.999998733358317,0.23963042320521633
10.0,2110.0,-3.9109985956678783,-0.23849205039250196,0.0,1.0000019128372502,2.598160464976165,0.07182060349649631,0.0,0.0,-0.9999986302413697,0.23849472191203905
10.0,2120.0,-3.9153685185011264,-0.23736703081132882,0.0,1.0000019005841507,2.6033588302345723,0.07112374472894185,0.0,0.0,-0.9999985348324775,0.23736973547751206
10.0,2130.0,-3.9197041410492774,-0.23625258168630758,0.0,1.000001884716481,2.608520339833509,0.07043688832399415,0.0,0.0,-0.9999984475173637,0.236255312963511
10.0,2140.0,-3.924005861811357,-0.23514855338901414,0.0,1.0000018656823977,2.6136453642088227,0.06975984303455997,0.0,0.0,-0.9999983688648625,0.23515130453203123
10.0,2150.0,-3.9282740666458658,-0.23405480144828214,0.0,1.0000018434986544,2.6187342699409575,0.0690924222636926,0.0,0.0,-0.9999982989090044,0.2340575681202955
10.0,2160.0,-3.932509139132827,-0.2329711821883502,0.0,1.000001818014469,2.623787417989032,0.06843444318974447,0.0,0.0,-0.99999823818564,0.232973957217839
10.0,2170.0,-3.9367114585403296,-0.23189755651490424,0.0,1.0000017892361246,2.6288051654222078,0.06778572947258275,0.0,0.0,-0.9999981868596868,0.23190033564158746
10.0,2180.0,-3.9408813935377713,-0.23083378719195968,0.0,1.0000017568264565,2.6337878652914224,0.06714610587571225,0.0,0.0,-0.9999981448060169,0.23083656256764998
10.0,2190.0,-3.9450193119380272,-0.22977973759725276,0.0,1.0000017217320383,2.638735864981784,0.06651540335201313,0.0,0.0,-0.999998112462054,0.22978250669124586
10.0,2200.0,-3.949125572823299,-0.22873527726289478,0.0,1.0000016845853148,2.64364950883764,0.0658934569998126,0.0,0.0,-0.9999980898969064,0.2287380318893854
10.0,2210.0,-3.9532005318476,-0.2277002749728013,0.0,1.000001643876376,2.648529137530129,0.06528010461580028,0.0,0.0,-0.9999980766964481,0.22770300928355947
10.0,2220.0,-3.95724454113833,-0.22667460234058434,0.0,1.0000016009434085,2.6533750848719215,0.06467518785416189,0.0,0.0,-0.9999980733360602,0.2266773133742998
10.0,2230.0,-3.9612579438409123,-0.22565813388537323,0.0,1.0000015554304,2.658187684452656,0.06407855266950009,0.0,0.0,-0.9999980795078968,0.22566081449055342
10.0,2240.0,-3.965241078759517,-0.22465074745812907,0.0,1.0000015061017795,2.6629672623145164,0.06349004831371804,0.0,0.0,-0.9999980952418001,0.22465339274074386
10.0,2250.0,-3.96919428231722,-0.22365232041626115,0.0,1.0000014555019863,2.6677141426630797,0.06290952716639012,0.0,0.0,-0.9999981202084589,0.22365492657095543
10.0,2260.0,-3.9731178843781,-0.22266273383383767,0.0,1.0000014033734352,2.672428644941739,0.06233684543945641,0.0,0.0,-0.9999981544426891,0.22266529425846335
10.0,2270.0,-3.977012211273336,-0.22168187202949285,0.0,1.0000013482460055,2.677111084630636,0.06177186200028863,0.0,0.0,-0.9999981976212002,0.22168438350523442
10.0,2280.0,-3.9808775802557994,-0.22070961905291095,0.0,1.0000012906432445,2.6817617739220325,0.06121444000411032,0.0,0.0,-0.999998249525935,0.22071207643109433
10.0,2290.0,-3.9847143104107774,-0.21974586087219022,0.0,1.0000012307661943,2.686381020604114,0.0606644442427537,0.0,0.0,-0.9999983098129227,0.219748261230131
10.0,2300.0,-3.9885227125598863,-0.21879048908907128,0.0,1.0000011695321096,2.6909691288997077,0.06012174360952002,0.0,0.0,-0.9999983784120081,0.21879282612790524
10.0,2310.0,-3.992303092326967,-0.21784339291621832,0.0,1.0000011063022627,2.6955263998620866,0.059586209286659066,0.0,0.0,-0.9999984547368183,0.21784566376190098
